28395 28095 37929 79517 102277
cilluffo 0 0 0 2 0
ltjohn 0 0 0 0 2
2 4 4 19 14 15
2934 0 0 0 0 2
1537 2 0 0 0 0
881 0 0 0 0 2
gac 0 0 0 0 2
entitl 3 2 1 18 8
ever 3 3 4 3 6
uncompetit 1 0 2 0 0
106 1 0 4 2 40
percept 1 2 7 1 1
complementari 0 0 1 2 0
customari 0 2 0 0 0
jan 3 1 1 19 309
198789 0 1 0 0 1
alic 0 0 0 3 0
3p 0 0 0 1 1
pest 0 3 0 0 0
orderli 1 0 1 0 0
1998000 0 0 0 0 2
ltnvid 0 0 0 0 2
5856 0 0 0 0 2
1550 1 0 0 4 4
adhes 0 0 0 4 0
mackintosh 0 0 0 0 2
2646876 0 0 0 0 2
580 0 1 0 1 6
consensu 1 0 2 0 0
relinquish 0 0 1 1 1
undergar 0 0 0 0 2
dlrashar 0 0 0 5 1
uf 0 0 0 2 0
lthad 0 0 0 1 1
durat 0 1 1 0 0
singer 1 0 0 2 0
curb 11 3 11 2 0
228 0 2 2 1 16
chines 2 10 1 1 1
soya 0 2 0 1 0
providentia 0 0 0 2 0
lthun 0 0 0 0 2
ltwelb 0 0 0 1 1
cheung 0 0 0 1 2
kredietbank 0 0 2 0 0
fort 1 0 0 10 2
charg 7 2 2 30 173
proper 0 3 2 2 1
heinz 0 0 0 1 7
budg 0 1 2 0 0
1125 0 1 1 7 2
adjust 4 19 33 8 105
expos 0 2 0 0 0
crowley 0 2 0 1 1
elimin 4 6 5 7 15
workweek 0 0 2 0 0
quest 0 0 0 2 1
virtual 4 2 3 2 3
shultz 0 7 0 1 0
2124000 0 0 0 0 2
barg 0 6 0 0 0
3049 0 0 0 0 2
rowland 0 0 0 2 0
ltsvm 0 0 0 1 1
java 1 1 0 0 0
bridg 4 0 1 7 0
auto 0 0 1 13 4
234 0 2 0 3 6
149334 0 0 0 0 2
sumner 0 0 0 5 0
increasingli 3 2 8 2 2
933000 0 0 0 0 3
kelman 0 0 0 2 0
credit 12 33 37 48 208
mean 13 15 32 15 11
409100 0 0 0 0 2
shing 0 0 0 0 2
futur 32 39 38 65 67
felt 0 3 4 4 6
nobel 0 0 0 3 0
drawdown 3 3 0 0 0
2292599 0 0 0 2 0
pit 0 1 1 1 0
ph 0 1 0 2 1
greyhound 0 0 0 2 0
feedstock 1 0 0 2 1
348 0 1 1 0 8
rickel 0 0 0 2 0
semioffici 2 0 0 0 0
stand 5 7 16 11 4
gustafson 0 2 0 0 0
micro 0 0 0 5 2
per 98 86 15 171 363
ltiomg 0 0 0 0 2
ltchh 0 0 0 0 2
worker 10 3 2 12 7
561029 0 0 0 0 2
doubl 3 5 6 10 21
sooner 0 0 1 1 0
infring 1 0 0 2 0
hazleton 0 0 0 2 0
911 1 0 0 2 3
embassi 3 5 0 1 0
squar 0 0 1 3 3
paus 0 0 2 0 0
78 3 7 1 7 34
clear 6 8 31 17 7
lttpnpa 2 0 0 0 1
442420 0 0 0 0 2
ltshel 0 0 0 1 2
sceptr 0 0 0 1 1
1458000 0 0 0 0 2
behalf 2 0 7 14 0
penta 0 0 0 1 1
653 1 1 0 0 5
automak 0 0 0 4 2
eighth 2 0 2 1 0
shrinkag 0 0 0 0 2
get 24 26 17 70 16
lind 0 0 0 0 2
ltsrc 0 0 0 2 1
improv 22 26 26 29 118
weatherford 0 0 0 0 2
ltpbt 2 0 0 0 1
1930 1 0 2 0 1
625 1 0 2 7 5
ltprsgf 0 0 0 1 1
disast 1 12 1 0 2
130000 2 0 0 1 4
805 0 0 0 1 3
2250 1 1 0 2 0
jungl 12 0 0 0 0
presid 62 22 41 104 70
2617 0 0 0 0 2
fe 0 5 0 9 4
pound 3 4 23 1 6
ltpma 0 0 0 0 3
lewi 1 0 1 4 1
psycholog 1 0 5 0 0
morrison 0 0 0 1 2
abund 2 3 1 0 0
instruct 0 2 0 2 0
cambridg 2 0 0 2 1
487000 0 1 0 0 1
enzym 0 0 0 1 1
sunflow 0 7 0 1 0
payless 0 0 0 0 2
utah 4 0 0 8 1
slowest 1 0 0 0 1
258 0 2 0 3 6
hemlo 0 0 1 1 0
stevedor 0 1 0 0 1
73000 0 2 0 1 7
ltcjn 0 0 0 2 0
113 0 1 1 4 34
poll 2 0 8 2 5
world 55 49 40 68 45
892000 0 0 0 0 2
679000 0 0 0 0 2
ltspar 0 0 0 0 2
ltdxnsl 0 0 0 2 1
businessman 0 0 2 7 0
burst 1 0 2 0 1
jean 0 0 0 3 0
date 7 16 9 46 34
ltsgl 0 0 0 7 1
republ 0 3 0 6 5
horn 0 0 0 1 2
advers 1 4 7 5 14
kingdom 8 0 2 7 4
investig 2 2 0 16 10
374p 0 0 0 1 1
ministeri 2 2 0 1 0
polic 2 1 0 0 0
3192 0 0 0 0 2
rene 0 0 0 1 1
ltavi 0 0 0 0 2
expertis 1 0 0 5 0
mackenzi 2 0 0 0 1
permament 1 1 0 0 0
291 2 2 1 0 13
spread 2 6 4 6 1
suddenli 0 0 4 0 0
forse 0 0 0 1 1
consum 15 9 13 20 16
albertson 0 0 0 1 1
198586 4 26 1 2 12
builder 0 0 0 6 1
prop 0 0 4 0 0
breakdown 1 6 1 0 1
robot 0 0 0 0 3
158 28 0 1 5 26
neglig 0 0 0 4 2
prove 14 5 9 7 3
sail 6 1 0 0 0
illinoi 1 7 0 12 7
trenton 0 0 0 2 0
prolong 0 2 1 1 0
reserv 53 19 112 37 60
beneficiari 1 1 1 0 2
divid 5 1 4 2 0
focus 0 1 6 7 7
484 0 1 1 0 4
364 1 0 0 0 4
metric 1 1 0 0 0
purs 0 0 1 2 0
204000 0 0 0 1 4
ok 0 0 0 2 0
ltfnf 0 0 0 1 1
flotat 0 0 1 2 4
stark 1 1 0 0 0
insituform 0 0 0 1 1
ltbarwon 0 0 0 3 0
tokyobas 1 0 1 0 0
sum 0 1 1 18 3
wrote 1 0 1 1 4
name 12 3 5 77 120
spokesman 42 26 35 128 38
427 1 0 1 0 3
01 2 2 0 0 5
passiv 0 0 0 2 1
servic 17 18 16 131 108
cosponsor 0 1 0 2 0
lloyd 4 1 1 2 5
movement 6 5 21 2 6
malaysian 1 1 0 2 2
9811 0 0 0 0 2
ltdf 0 0 0 0 3
pleas 0 1 2 6 2
nigerian 4 0 2 1 0
disappoint 1 4 5 10 4
whitehal 2 0 0 1 1
922000 0 0 0 0 2
rockvil 0 0 0 2 0
auction 0 0 12 2 0
eschborn 0 0 0 2 0
tackl 5 1 2 0 0
1969 0 0 0 1 1
poultri 0 2 0 4 1
decor 0 0 0 1 1
isda 0 0 2 0 0
court 11 6 2 58 8
ltmsu 0 0 0 0 2
ink 0 0 0 2 0
capit 13 3 34 133 127
newfoundland 1 0 0 1 0
petrolifero 2 0 0 0 0
1293000 0 0 0 0 2
56 2 4 3 9 46
lthongkong 0 0 0 0 4
purolatorltpcc 0 0 0 2 0
nonvot 0 0 0 4 3
exercis 4 0 1 41 10
spent 6 1 3 10 5
openmarket 0 1 0 1 0
debtequ 0 0 0 1 1
arabian 15 0 2 0 1
board 10 37 34 268 167
partli 4 4 29 8 20
contrast 0 3 5 0 2
ltpioneer 0 0 0 6 0
1036 0 0 0 1 1
easili 0 3 4 3 0
dudley 0 0 0 13 0
188 1 0 2 3 19
shipment 23 56 0 1 13
liberti 0 0 0 4 4
1330 0 1 0 0 1
neue 0 0 1 0 1
7400000 0 0 0 0 2
irrevoc 0 0 0 2 0
capac 25 3 1 13 19
metromail 0 0 0 0 3
allow 37 32 30 54 36
186 0 1 3 2 12
419000 0 0 0 0 2
gemeinwirtschaft 0 0 0 0 2
460 0 0 0 2 7
4373000 0 0 0 0 2
wrather 0 0 0 1 1
ltcomi 0 0 0 0 2
jardin 0 0 0 1 4
ltcpcn 0 0 0 3 0
53040 0 0 0 0 2
4834 0 0 0 2 0
seek 12 11 16 169 25
vacuum 0 0 0 0 2
2535 0 1 0 0 2
fend 0 0 0 5 1
detroit 0 0 0 4 1
amd 0 0 2 1 0
389 0 0 0 0 2
50 49 23 18 95 110
foster 3 0 25 0 0
decreas 8 11 4 3 15
255568 0 0 0 0 2
charm 0 0 0 0 2
2900 0 0 0 0 2
nonfarm 1 0 3 0 0
8745132 0 0 0 0 2
225000 0 4 0 0 2
cassett 0 0 0 1 1
ban 3 5 0 2 1
179000 0 0 0 0 2
ltwix 0 0 0 1 2
8750 0 0 0 4 0
825p 0 0 0 0 2
830000 0 0 0 1 1
snowstorm 0 1 0 1 1
5173318 0 0 0 0 2
ltctco 0 0 0 2 0
avail 20 35 7 45 32
pa 0 0 0 10 0
bodi 2 2 3 8 4
shelter 0 0 0 2 0
five 47 41 68 114 264
75 10 13 6 27 44
broke 2 2 2 6 3
accumul 0 1 1 14 7
ltmcv 0 0 0 2 0
ltfour 0 0 0 3 1
sole 0 1 2 5 0
seminar 3 0 1 0 1
experienc 3 3 2 1 3
2712 0 0 0 0 4
extern 2 1 15 1 3
647000 0 0 0 0 2
jointlyown 1 0 0 1 0
wagner 0 0 0 17 2
1360000 0 0 0 0 2
ivan 0 0 1 2 0
empir 0 0 0 1 2
highlight 1 1 1 0 2
9321000 0 0 0 0 2
ae 0 3 0 0 0
seagram 0 0 0 0 2
asa 0 1 1 0 1
bancroft 0 1 0 5 0
ltdso 0 0 0 1 1
ltctbc 0 0 0 2 0
consolid 1 1 5 28 45
ltbnbga 0 0 0 0 2
alfa 0 0 0 1 1
unaffili 0 0 0 2 1
eastpark 0 0 0 0 2
play 5 1 10 6 2
transplant 0 1 0 1 0
920 0 0 0 1 5
swedish 3 0 1 14 4
g6 0 0 19 0 0
2922000 0 0 0 0 2
view 6 7 24 27 11
secondhalf 0 0 0 0 2
994000 0 0 0 0 2
8787000 0 0 0 0 2
group 40 20 38 431 229
1177000 0 0 0 0 2
orang 0 2 0 4 0
dh 0 0 0 0 2
4047 0 0 0 0 2
accentu 0 0 3 0 0
reenter 0 2 3 0 0
173500 2 0 0 0 0
gte 0 0 0 1 2
25june 0 2 0 0 0
dri 1 27 1 0 2
kirnan 0 0 0 1 1
toronto 1 0 1 14 4
impair 0 2 0 0 2
ltphh 0 0 0 1 1
discomfort 0 0 2 0 1
spa 3 0 0 14 3
barrel 186 0 3 5 7
ortner 0 0 7 0 0
poehl 0 0 6 0 0
bullish 8 2 7 0 2
deploy 4 0 0 0 0
3614000 0 0 0 0 2
netherland 0 7 2 4 2
owen 0 0 0 4 1
crime 0 0 0 1 2
empow 0 0 0 2 0
diverg 0 0 1 0 1
592 0 0 0 4 3
1619 0 0 0 1 1
kdd 0 0 0 4 0
181900 2 0 0 0 0
notif 1 0 0 2 0
andersen 1 0 0 0 4
1522000 0 0 0 0 2
dollarmark 0 0 3 0 0
accord 43 41 82 52 20
2642 0 0 0 0 3
inherit 0 0 0 2 0
bad 3 5 5 3 12
blend 4 0 0 0 0
kresg 0 0 0 2 0
adm 0 5 0 0 0
liquefi 3 0 0 0 1
4653000 0 0 0 0 3
mainli 8 4 9 8 35
heard 3 3 3 5 0
1407000 0 0 0 0 3
5375 0 0 0 1 1
drummond 0 0 0 1 2
twoweek 1 0 1 0 0
aspen 2 0 0 0 0
newlyissu 0 0 0 2 0
arbitrageur 0 0 0 7 0
1133 1 0 0 0 3
maximis 0 0 2 0 1
maracaibo 2 0 0 0 0
ltglgvf 0 0 0 0 2
900000 1 5 0 5 10
753000 0 1 0 0 1
ira 0 0 0 1 1
576000 0 0 0 0 3
157500 0 1 0 0 1
2917 0 0 1 0 1
autom 0 0 0 6 5
ltdia 3 0 0 3 1
telesi 0 0 0 6 1
repurchas 0 0 63 15 12
763000 0 0 0 1 1
844 0 0 0 0 4
1234 0 0 0 0 4
ltstrw 0 0 0 0 2
1288000 0 0 0 0 4
qtli 0 0 0 0 391
ltaqtn 0 0 0 0 2
30000 8 17 0 7 7
wertheim 0 0 1 2 0
petrobra 15 0 0 0 0
freedom 3 1 2 2 4
kern 2 0 0 0 0
meyer 0 1 1 2 1
iraqi 12 0 0 0 0
1300000 0 0 0 0 6
drama 0 0 2 0 0
ive 0 1 2 2 0
associ 24 42 17 94 72
650000 1 0 0 2 1
turkey 11 4 2 0 0
defend 12 3 11 8 7
928000 0 0 0 0 2
strike 10 4 2 4 6
axi 0 0 2 0 0
ltrtc 0 0 0 2 1
chargeoff 0 0 0 0 4
1020 1 1 1 0 0
ltdelta 0 0 0 1 1
4500 2 3 0 0 2
nonstrateg 0 0 0 1 2
papandr 4 0 0 0 0
bloc 0 0 2 0 0
687000 0 0 0 1 3
8035326 0 0 0 0 2
odeon 0 0 0 2 3
1213 0 0 0 0 3
ba 0 0 0 1 1
selfimpos 3 0 0 0 0
respect 11 12 27 22 77
ltmca 0 0 0 6 1
kidder 0 0 0 12 5
gambl 0 1 0 0 1
3019 0 0 0 0 3
edson 1 0 0 1 0
lthenkel 0 0 0 2 0
fluctuat 7 3 27 0 11
engag 2 3 4 20 2
eye 0 1 1 0 2
applic 3 9 3 43 11
955 0 1 0 0 1
guarante 12 24 3 12 5
2088 0 0 0 0 2
underst 0 1 1 0 0
procedur 1 3 2 3 4
ltmark 0 0 0 0 2
123 1 5 1 1 27
houseord 2 0 0 0 0
ltnamg 0 0 0 1 1
compat 1 0 0 3 1
altay 0 0 2 0 0
90400 0 0 0 0 2
1048543 0 0 0 0 2
jawbon 2 0 0 0 0
packer 1 0 0 1 0
nomine 0 0 0 8 0
2024 1 0 0 0 1
8517000 0 0 0 0 2
international 0 0 1 1 0
flow 15 5 21 17 40
2200 2 1 0 0 0
team 1 2 2 6 4
504 0 1 0 0 4
cent 9 19 13 8 66
236000 0 0 1 0 2
3118 0 0 0 1 1
4800840 0 0 0 0 2
1641 0 0 0 0 2
1979000 0 0 0 0 2
936 0 0 0 0 2
eurobond 0 0 3 1 0
join 4 4 13 17 3
fulfil 1 4 5 8 2
alqaba 3 0 0 0 0
caraca 6 0 0 1 0
ltwae 0 0 0 0 2
exhibit 0 0 2 1 1
southmark 0 0 0 7 0
ltgto 0 0 0 0 2
ltnem 0 0 0 1 2
breakfast 1 0 1 1 0
oilga 1 0 0 1 0
han 1 0 2 2 3
knoell 0 0 0 2 0
emerg 18 15 9 15 6
industir 0 0 0 0 2
fare 1 0 0 1 0
13735 0 2 0 0 0
9600 0 1 0 1 0
ltlif 0 0 0 1 3
2501 0 0 0 1 1
aris 2 0 1 3 8
uku 0 0 2 1 0
commerc 2 9 11 29 10
issuer 0 0 2 1 1
1508 0 1 0 0 2
specialis 1 1 0 8 1
407 1 0 0 1 6
conoco 7 0 0 0 0
fullyear 0 0 0 0 13
628 0 1 0 0 5
monica 0 0 0 3 0
altron 0 0 0 1 1
vtx 0 0 0 1 1
44 8 2 1 17 59
liabilit 0 0 0 1 1
745 0 0 0 1 4
disk 0 0 0 4 2
ibm 0 0 1 0 2
ltheng 0 0 0 3 3
diversifi 3 0 1 17 12
legalis 0 0 2 0 0
ltnw 0 0 0 2 2
alaskan 6 0 0 1 0
revers 4 7 8 1 34
anim 1 5 0 3 4
aerospac 0 0 1 19 7
6000 1 9 0 1 5
6316 0 0 5 0 1
bergslag 0 0 0 2 0
925 0 0 0 1 1
supervis 0 0 1 1 1
ltapd 0 0 0 1 1
contradictori 0 0 2 0 0
ltbrkn 0 0 0 3 3
ltrpt 0 0 0 0 2
2712000 0 0 0 0 2
4400 0 2 0 0 0
2381000 0 0 0 0 2
dubai 5 0 0 0 0
islandbas 0 0 0 2 0
henkel 0 0 0 4 0
sensormat 0 0 0 1 1
8824000 0 0 0 0 2
sentiment 5 1 18 1 0
hightech 0 0 0 1 2
mcandrew 0 0 0 2 0
stagger 1 0 0 2 1
287700 0 0 0 2 0
350000 0 3 0 3 2
northeastern 1 0 0 4 0
newark 0 0 0 2 0
wesco 0 0 0 1 1
lsb 0 0 0 2 2
1600 2 0 0 2 5
8007 0 0 0 0 2
saddam 3 0 0 0 0
970000 0 1 0 0 3
995 0 0 0 0 2
390179 0 0 0 0 2
887 1 0 0 0 4
8570000 0 0 0 0 2
stow 0 1 0 3 0
alan 0 0 1 9 2
radio 5 1 0 13 2
462000 0 1 0 0 1
lane 1 0 0 4 0
interlink 0 0 0 2 0
520 0 4 2 0 5
deros 0 0 0 1 1
cb 0 0 0 5 1
upstream 1 0 0 0 1
124 1 7 0 2 24
ltconsolid 0 0 0 5 2
ltlow 0 0 0 0 2
1934 0 0 1 1 3
crossrat 0 1 1 0 0
disastr 0 2 0 1 1
177000 0 0 0 0 2
highest 8 7 4 2 5
2751000 0 0 0 0 2
cropland 0 3 0 0 0
strip 0 1 0 1 2
growmark 0 3 0 0 0
359 3 0 0 1 10
along 11 11 4 16 7
judgment 2 3 1 5 1
cummin 0 0 0 1 2
cinema 0 0 0 1 7
unoc 5 0 0 0 0
267 1 1 1 0 10
run 23 8 22 15 7
2900000 0 0 0 0 2
10june 0 2 0 0 0
89 0 3 0 3 38
980 0 0 1 0 1
15pct 0 0 0 2 0
adjoin 0 1 0 1 1
ltpdm 0 0 0 1 1
taxpay 4 1 0 1 1
live 3 5 9 3 2
ought 0 1 3 2 1
pocket 1 2 0 0 1
montana 1 1 0 1 2
merchant 2 8 3 14 6
bung 0 2 0 0 0
citibank 0 0 3 2 1
bach 1 1 0 2 2
papyru 0 0 0 2 0
usjapanes 0 0 1 2 0
ltnoax 0 0 0 3 1
wise 1 0 0 1 0
1511 0 0 0 0 2
dinner 0 1 2 2 0
affirm 1 0 0 2 0
train 0 1 1 3 2
ltalw 0 0 0 3 0
3576 0 0 0 0 2
1250 1 1 1 4 3
817000 0 0 0 0 2
aberr 0 0 2 0 0
symbion 0 0 0 4 0
loss 19 15 12 52 989
guy 0 0 0 3 0
ltmitsubishi 0 0 0 0 2
tyre 0 0 0 1 2
ltgap 0 0 0 0 3
ltpac 0 0 0 1 1
okay 0 0 0 4 0
8812432 0 0 0 0 2
antitakeov 0 0 0 4 0
347 0 0 2 0 10
confectioneri 0 0 0 1 1
lttic 0 0 0 1 1
1995 6 0 0 2 1
713300 0 0 0 0 2
713000 0 0 0 0 2
ltemp 0 0 0 0 2
912 0 0 2 0 1
weyerhaeus 0 0 0 0 2
subsist 1 1 0 0 0
762 0 0 0 0 3
175 7 3 8 10 29
taco 0 0 0 2 0
pemex 5 0 0 0 0
1228 0 0 0 1 1
avoid 13 6 9 11 2
983000 0 0 0 0 3
subscript 0 0 4 1 2
73 3 4 3 10 32
testifi 1 4 3 2 0
705 0 0 0 2 4
theori 0 0 2 0 0
total 59 79 73 214 139
harper 0 0 0 14 5
880 0 0 0 1 1
twotier 0 0 2 1 0
unhappi 0 0 1 1 0
gao 0 4 0 0 0
546 0 0 2 0 5
adelaid 0 0 0 1 2
previouslyannounc 0 0 0 27 5
3845000 0 0 0 0 2
92p 0 0 0 0 2
ltta 0 0 0 1 3
ltbc 0 0 0 0 2
585000 0 0 0 0 4
207514 0 0 0 0 2
nacion 1 0 0 1 0
na 0 1 1 7 11
0900 0 1 1 1 0
ltcmipa 0 0 0 0 2
ltlasll 0 0 0 0 2
corona 0 0 0 2 0
miti 0 0 2 1 0
intermedi 19 5 0 1 4
hermann 0 0 1 0 2
2695 0 0 0 0 2
negoti 16 12 8 90 17
merger 2 1 0 248 21
accru 1 1 0 4 10
welbilt 0 0 0 1 1
regardless 0 3 3 0 1
965 0 0 0 1 5
2410 0 0 0 0 2
632 0 0 1 0 2
allianc 2 0 1 2 4
box 0 0 0 3 3
fritz 0 1 0 0 2
stuart 0 0 0 1 1
statement 39 18 37 143 87
target 17 25 71 25 23
caribbean 6 0 0 0 0
alvaro 0 2 0 0 0
mower 0 0 0 1 1
metro 1 0 0 2 3
assembl 1 0 1 6 0
brown 0 2 1 24 14
newer 0 0 1 0 1
ltui 0 0 0 2 1
legitim 2 1 0 2 0
wellhead 2 0 0 0 0
13375 0 2 0 0 0
countrywid 0 0 0 0 2
leaf 0 1 0 2 0
redeem 1 3 1 16 12
louisiana 13 4 0 4 5
354000 0 0 0 0 2
3659600 0 0 0 0 2
dtex 0 3 0 0 0
752297 0 0 0 3 0
13475 0 2 0 0 0
6mar1987 0 0 0 1 1
majeur 4 0 0 0 0
linotyp 0 0 0 4 0
retriev 0 0 0 5 0
hudson 0 0 0 4 3
ltmkc 0 0 0 0 2
cupertino 0 0 0 1 1
apea 4 0 0 0 0
hikmat 0 0 2 0 0
con 0 0 0 1 2
opecna 2 0 0 0 0
frequent 1 2 2 3 2
yard 1 0 0 0 1
1013000 0 0 0 0 3
drastic 1 2 6 0 3
501000 0 0 0 0 3
catalyt 2 0 0 0 0
flatli 0 1 3 0 0
therefor 3 5 4 6 7
ltakzoa 0 0 0 2 2
burn 0 1 1 4 1
bureacraci 1 0 0 0 1
alvit 11 0 0 0 0
brunswick 0 0 0 0 3
ltmh 0 0 0 4 0
lthre 0 0 0 0 3
iacocca 0 0 0 2 0
founder 0 0 0 6 1
forfeitur 0 3 0 0 0
folk 0 1 0 0 1
566 0 0 0 0 3
2623000 0 0 0 0 2
1997 0 0 0 5 0
cyacq 0 0 0 16 0
sunshin 0 2 0 0 2
brent 6 0 0 0 0
servicemast 0 0 0 1 1
ltreed 0 0 0 3 0
688000 0 0 0 0 2
ausimont 0 0 0 1 2
seamen 5 0 0 0 0
erect 1 0 0 2 0
strict 1 4 2 0 0
assert 1 0 1 4 0
briefli 2 0 0 1 0
156 2 2 1 3 16
gold 1 1 5 25 21
523000 0 1 0 0 5
ltdwpa 0 0 0 1 1
schwepp 0 0 0 0 2
ri 0 0 0 6 0
wh 0 0 0 2 0
9200000 0 0 0 1 2
aloha 0 0 0 3 0
ltspc 0 0 0 8 0
201000 0 1 0 0 3
316 2 1 1 6 19
taxat 3 0 0 0 0
734 0 0 11 0 1
petroleum 117 0 1 33 48
medium 3 4 8 4 9
deregul 7 1 2 4 6
pocono 0 0 0 2 0
cornsorghum 0 2 0 0 0
oat 0 10 0 3 1
inde 0 0 4 3 0
tmoc 0 0 0 2 0
german 1 5 41 16 14
2806820 0 0 0 0 2
usussr 0 9 0 0 0
1993 1 0 1 3 3
hale 0 0 0 1 4
field 34 18 3 14 10
era 0 0 4 0 0
stabilis 6 3 36 0 0
introduct 0 3 8 3 14
propan 0 0 0 2 0
stockpil 2 2 0 0 0
warburg 0 0 3 5 0
leader 11 16 6 5 2
method 4 1 4 2 19
turkish 12 0 5 0 0
seen 26 25 29 11 16
burger 0 0 0 2 2
alaam 2 0 0 0 0
eckenfeld 0 0 0 3 0
st 1 6 1 13 8
worth 3 11 26 62 9
catalyst 0 0 0 2 0
meridian 0 0 0 3 1
petro 1 0 0 1 0
fairfax 0 0 0 1 2
gaspar 2 0 0 0 0
gibraltar 0 1 0 2 0
2219000 0 0 0 0 2
thrift 0 0 0 6 1
lthay 0 0 0 2 0
patrick 0 4 1 2 5
ltau 0 0 0 1 2
337 1 2 0 1 6
thermo 0 0 0 3 0
intens 3 10 0 1 1
2867 0 0 0 0 2
transship 0 2 0 0 0
1280727 0 0 0 0 2
oneil 0 0 2 1 0
93000 0 1 0 0 2
speedi 0 0 2 0 0
2953 0 0 1 0 1
ltsss 0 0 0 0 2
koji 0 0 2 0 0
analysi 3 4 2 2 1
9476000 0 0 0 0 2
hamburg 0 0 1 2 2
562 0 0 0 1 5
nic 0 0 3 0 0
possibl 25 31 32 103 37
787000 0 0 0 0 4
corrupt 0 2 0 0 0
126117 0 0 0 0 2
anoth 10 26 38 86 37
exempt 1 4 1 2 1
900 2 3 5 1 5
undetermin 1 0 0 1 0
tug 1 0 1 0 0
algemen 0 0 1 2 1
931000 0 0 0 0 2
financier 0 0 0 2 2
byron 1 1 0 1 0
2273000 0 0 0 0 2
nikko 0 0 4 0 0
parti 7 4 15 43 4
further 0 0 0 2 0
throw 0 0 3 1 1
swollen 0 0 1 0 1
lerner 0 0 0 2 0
naira 0 0 3 0 0
recipi 2 2 0 0 1
6349753 0 0 0 0 2
substanti 5 11 22 48 53
distributor 0 0 0 19 11
interconnect 0 0 0 5 0
sure 6 4 2 3 5
75000 2 5 0 0 2
portugues 0 3 0 3 0
1384000 0 0 0 0 2
wesson 0 0 0 2 0
ron 0 3 0 1 0
942 0 1 0 0 1
period 21 45 43 43 236
252 2 2 0 2 15
genmj 0 0 0 0 2
commut 0 0 0 2 2
627 0 0 0 0 3
contamin 0 2 0 0 0
erupt 4 0 0 1 0
easter 1 0 1 0 0
1357 0 0 0 0 2
nev 0 0 0 2 0
670000 0 0 0 0 2
hussein 3 0 1 0 0
kind 9 1 6 9 1
ltesb 0 0 0 1 1
singl 3 8 6 9 6
utilis 2 0 0 1 1
unwarr 0 0 2 0 0
imatron 0 0 0 2 1
714 0 1 5 0 2
5070000 0 0 0 0 2
444 0 0 0 0 4
advisor 0 0 1 26 4
60 18 9 2 43 70
overtim 0 0 0 0 3
ltbuff 0 0 0 1 1
1042000 0 0 0 1 7
critic 7 6 3 7 2
967000 0 1 0 0 1
chemlawn 0 0 0 19 0
martel 0 2 0 0 0
06 1 0 2 1 1
598000 0 0 0 0 3
slowli 0 3 1 2 4
stateown 9 2 0 16 7
ltucu 0 0 0 2 2
316000 0 0 0 1 3
ltcyacq 0 0 0 3 0
ana 0 0 0 2 0
fiscal 9 15 27 18 131
nilsson 0 0 0 3 0
726 0 0 0 0 3
bond 2 4 25 23 13
china 10 41 3 5 9
digim 0 0 0 0 2
discount 11 2 44 7 15
114 2 1 4 6 32
cigra 0 2 0 0 0
1705 1 0 0 0 1
ltwei 0 0 0 0 2
full 4 10 17 32 166
108000 0 0 0 0 5
union 20 65 10 35 16
1325755 0 0 0 0 2
mitchel 2 0 1 1 4
maxim 1 0 0 6 0
friendli 2 3 0 15 0
end1987 0 1 0 1 2
147 4 3 4 2 21
cera 2 0 0 0 0
2195 2 0 1 0 1
731000 0 0 0 0 3
creditanstaltbankverein 0 0 0 1 2
cheroke 0 0 0 0 2
214p 0 0 0 1 1
clothier 0 0 0 0 2
lear 1 0 0 5 1
febr 4 0 0 0 0
committ 0 0 2 0 0
surcharg 1 0 1 0 0
dollardenomin 0 1 0 0 1
companyown 0 0 0 2 4
yugoslav 1 3 0 0 0
oust 0 1 0 1 0
ten 2 11 2 13 10
475p 0 0 0 1 1
ltcop 0 0 0 0 2
inevit 3 0 6 0 1
ltarc 3 0 0 1 2
deviat 0 0 1 1 0
caldwel 0 0 2 0 0
underway 2 4 1 6 2
overse 1 1 0 1 3
1807000 0 0 0 0 2
flood 0 11 2 1 0
9489000 0 0 0 0 2
anybodi 0 1 1 2 1
own 14 2 0 223 54
ltkoba 0 0 0 2 0
acquist 0 0 0 2 0
545 0 0 3 0 3
yemen 0 2 0 0 0
1770 0 0 0 0 2
1324 2 0 0 0 4
37 10 8 4 15 63
1304 0 0 0 0 2
ltqrah 0 0 0 0 2
missouri 0 4 0 1 1
permian 2 0 0 0 1
station 5 0 0 20 8
299930 0 0 0 0 3
humana 0 0 0 1 3
727 0 0 2 1 4
449 0 0 0 0 2
3770341 0 0 0 0 3
par 1 0 1 4 10
1974 1 0 3 0 0
satisfactorili 2 0 0 0 1
ltchv 6 0 0 0 0
walt 0 0 0 6 0
1545 1 0 0 0 3
sequest 0 0 0 2 0
fin 0 0 0 0 3
widen 2 2 7 1 2
0 0 4 0 0 1
660 2 0 0 1 3
camdessu 0 0 2 0 0
fetch 1 0 0 4 0
guangxi 0 2 0 0 0
ltibjtt 1 0 0 0 1
amsterdam 0 0 0 2 2
121000 0 1 0 0 1
harder 1 1 4 2 0
georgia 1 0 0 4 3
1750000 0 0 0 2 2
ltels 0 0 0 0 2
heyman 0 0 0 2 0
jetti 2 0 0 0 0
ltne 0 0 0 0 2
olivetti 0 0 0 2 0
cultur 1 0 0 1 0
nearbi 7 4 1 0 0
unfavor 0 1 0 0 1
of 0 0 3 0 0
