359 428 535 1617 2848
1118 0 1 0 0 2
reversl 0 0 0 0 1
51187000 0 0 0 0 2
600971 0 0 0 0 2
287391 1 0 0 0 0
lttri 0 0 0 0 1
ltsvic 0 0 0 0 1
ltpclb 0 0 0 1 1
miyazaki 0 0 1 0 0
ltcnvlz 0 0 0 0 1
retir 1 4 0 12 22
ltwgl 0 0 0 0 1
noteworthi 0 1 0 0 0
lift 18 5 7 12 8
ltcronu 0 0 0 1 0
persian 7 0 0 0 0
astron 0 0 0 1 0
sisak 1 0 0 0 0
ltai 0 0 0 1 0
7052964 0 0 0 0 1
midway 0 0 0 1 0
cushion 1 0 4 0 0
1564 0 0 0 0 1
2888 0 0 0 0 1
ltmpr 0 0 0 0 2
84605 0 0 0 0 1
budgetcut 0 1 0 0 0
34p 0 0 0 0 1
1370898 0 0 0 0 1
strikebound 2 0 0 0 0
prune 0 0 0 0 1
358000 0 0 0 0 4
5135 0 0 0 0 1
counterparti 0 0 4 0 0
870 0 1 0 0 6
assign 5 0 3 1 1
1964141 0 0 0 0 1
atmospher 0 1 1 1 0
sporad 0 1 0 0 0
mer 1 0 0 0 0
stanadyn 0 0 0 1 0
3217000 0 0 0 0 1
2184 0 0 0 1 1
kuwaiti 13 0 2 0 0
2448000 0 0 0 0 2
5847000 0 0 0 0 1
oscar 0 0 0 2 0
sheet 0 0 3 8 26
citruspulp 0 1 0 0 0
43p 0 0 0 1 0
refinerbuy 1 0 0 0 0
cheryl 0 0 1 0 0
1855 0 0 0 1 0
amarillo 0 2 0 0 0
2936330 0 0 0 0 1
ltscf 0 0 0 2 0
snow 0 10 1 0 1
4046000 0 0 0 0 1
1614000 0 0 0 0 1
francoi 0 1 0 0 0
estaterel 0 0 0 1 1
5216000 0 0 0 0 1
midstat 0 1 0 1 0
9836 0 0 0 0 2
1579000 0 0 0 0 2
jay 1 0 0 2 0
captur 0 2 1 0 2
116000 0 1 0 1 0
2200000 0 0 0 1 4
1490515 0 0 1 0 0
foreign 61 19 135 50 48
2211000 0 0 0 0 1
gasolinerich 1 0 0 0 0
mancheski 0 0 0 0 1
durabl 0 0 3 0 0
malay 0 0 0 1 0
kep 0 0 0 0 1
river 11 14 0 6 4
8702 0 0 0 0 1
1768000 0 0 0 0 2
player 0 0 0 2 3
floor 2 10 7 1 0
nonbank 0 0 5 2 1
lefranc 0 0 0 1 0
ltjmi 0 0 0 0 2
inflammatori 0 0 0 2 0
chienm 0 0 1 0 0
pakistani 0 1 0 0 0
grammrudman 0 2 0 0 0
214000 0 0 0 0 3
opposit 7 4 11 12 1
reit 0 0 0 0 1
sound 2 2 2 7 2
ltwtkb 0 0 0 0 1
3793 0 0 0 0 1
inroad 0 2 0 0 1
turnabout 0 0 2 1 0
9025000 0 0 0 0 1
31867658 0 0 0 0 1
1898 0 0 0 0 1
girardin 0 0 1 0 0
2533000 0 0 0 1 0
greengrass 0 0 0 0 1
ltfor 0 0 0 0 1
apriloctob 0 1 0 0 0
komatsu 0 0 0 0 2
tricentrol 1 0 0 0 1
cara 0 0 0 1 0
ltamph 0 0 0 0 1
bostonbas 0 0 0 2 0
sation 0 0 0 1 0
2053 0 0 0 0 1
steego 0 0 0 0 1
ltstbd 0 0 0 0 1
ltgeorgia 0 0 0 0 1
contrari 1 0 1 5 0
hora 0 0 2 0 0
tifton 0 0 0 1 0
newhal 1 0 0 0 0
16074000 0 0 0 0 1
ltfsb 0 0 0 1 0
flourish 0 0 1 0 0
27510 0 1 0 0 0
2662000 0 0 0 0 1
123634 0 0 0 0 1
1472030 0 0 1 0 0
express 4 5 5 53 9
senior 12 13 31 44 10
reposit 0 0 0 1 1
56960 0 0 0 0 1
note 17 24 67 81 951
linkag 0 0 1 0 0
waysid 0 1 0 0 0
17229 0 0 0 0 1
irrespons 0 0 0 0 1
780 0 1 0 0 2
3239000 0 0 0 0 1
abstain 0 0 0 1 0
101316 0 0 6 0 0
hernandez 10 0 0 0 0
ltiv 0 0 0 11 0
mereeni 0 0 0 1 0
5690000 0 0 0 0 1
enough 7 15 25 12 9
13608000 0 0 0 0 1
eberhardrain 0 0 0 0 1
309000 0 2 0 0 4
ophthalm 0 0 0 0 2
67000 0 1 0 1 1
wardley 0 0 0 0 1
translux 0 0 0 0 1
topsel 1 0 0 0 0
175476 0 0 0 0 1
3079000 0 0 0 0 1
corport 0 1 0 0 1
509 0 0 0 2 5
18600000 0 0 0 0 1
ltleix 0 0 0 0 2
9776 0 0 0 0 1
194697 0 1 0 0 0
ltmhc 0 0 0 3 2
eileen 1 0 0 0 0
ltdiact 0 0 0 1 0
ltmec 0 0 0 1 0
408000 0 1 0 0 2
ltemco 0 0 0 0 1
14705 0 0 1 0 0
unaffect 1 1 1 0 0
fmc 0 0 0 1 0
mous 0 0 0 0 1
dlrshare 0 0 0 1 0
ltcbe 0 0 0 1 0
6536000 0 0 0 0 1
texon 0 0 0 1 0
405 1 6 0 1 11
27 15 9 11 52 127
445 0 3 1 0 9
shaer 0 0 0 1 0
150125000 0 0 0 0 1
canadianl 3 0 0 0 0
30208 0 0 0 0 1
ware 0 0 0 1 0
ltoc 0 0 0 0 1
lowranc 0 0 0 0 2
breakneck 1 0 0 0 0
183850 0 0 0 0 1
659 1 0 0 0 6
55400000 0 0 0 0 1
340783 0 0 0 2 0
flag 4 2 2 3 1
2566000 0 0 0 0 2
ltstu 0 0 0 0 1
scant 0 1 0 0 0
goldsil 0 0 0 1 0
ramadan 0 0 1 0 0
munibond 0 1 0 0 0
overcom 2 0 0 1 1
ltbalanc 0 0 0 0 1
9848000 0 0 0 1 0
2990695 0 0 0 0 1
1702016 0 0 0 0 1
repal 0 0 0 0 2
3957 0 0 0 0 1
4419000 0 0 0 0 1
aturo 2 0 0 0 0
tv 0 0 0 10 2
grip 0 0 1 0 0
lthumphrey 0 0 0 0 1
ltcnsp 0 0 0 0 1
understood 4 1 3 0 0
9929 0 0 0 0 1
1838000 0 0 0 0 1
9767000 0 0 0 0 2
404011 0 0 0 0 1
1158 0 0 0 1 0
6296701 0 0 0 0 1
backbon 0 0 0 1 0
subsidiesusda 0 1 0 0 0
69831 0 0 0 0 1
418p 0 0 0 1 0
193billionmark 0 0 0 0 1
ltusw 0 0 0 0 1
8367000 0 0 0 0 2
9948438 0 0 1 0 0
ltssmc 0 0 0 0 2
transnat 0 0 0 0 1
quesstim 0 1 0 0 0
other 7 4 12 18 8
squash 0 0 0 1 0
regul 8 5 13 20 10
881778 0 0 1 0 0
ltnsugf 0 0 0 0 1
publicli 2 0 0 15 1
ltab 0 0 0 4 2
15722 0 0 0 0 1
2617995 0 0 0 0 1
browningferri 0 0 0 0 2
8807000 0 0 0 0 1
iringa 0 1 0 0 0
sigific 0 0 0 0 1
muenchen 0 0 0 0 1
tripoli 2 0 0 0 0
4638000 0 0 0 0 2
1086 0 0 0 0 1
mdr 0 0 0 1 0
non 0 1 0 1 2
ltwltn 0 0 0 0 1
3324000 0 0 0 0 2
ltpant 0 0 0 3 0
thermwood 0 0 0 0 1
184062 0 0 0 0 1
ray 0 0 2 0 2
ltolsn 0 0 0 1 2
865000 0 0 0 0 3
6517000 0 0 0 0 1
ltdigigraph 0 0 0 0 1
harsco 0 0 0 0 2
ta 0 0 0 0 1
ltuser 0 0 0 1 0
lttwmc 0 0 0 0 1
statefix 0 1 0 0 0
55513000 0 0 0 0 1
markedli 0 4 0 0 0
elkhorn 0 0 0 1 0
threeway 0 0 0 3 0
334 0 2 1 3 8
microbio 0 0 0 1 0
11551000 0 0 0 0 1
39095 0 0 1 0 0
howden 0 0 0 0 1
panamanian 0 1 0 2 0
debtladen 0 0 0 1 0
overwhelm 1 0 1 1 0
489253 0 0 0 0 1
4614000 0 0 0 0 1
designe 0 0 0 1 0
meridional 0 0 0 1 0
persaud 0 0 0 1 0
9215300 0 0 0 0 1
12933 0 0 0 0 1
1032000 0 0 0 0 2
534806 0 0 0 1 0
boysmanni 0 0 0 0 1
ringsid 0 0 0 2 0
threequart 0 1 0 0 0
3369 0 0 0 0 1
2323000 0 0 0 0 2
3089140 0 0 0 0 1
canadaltunia 0 0 0 1 0
1596000 0 0 0 0 2
tentonian 0 0 0 1 0
leahi 0 4 0 0 0
esso 4 0 0 2 2
fluid 0 0 0 2 0
707000 0 0 0 0 1
absolut 1 1 3 2 4
midrat 0 0 1 0 0
industritillbehor 0 0 0 2 0
2694 0 0 0 0 1
person 4 4 6 25 8
saturday 3 2 9 1 0
485 0 1 1 0 6
ltalco 0 0 0 1 0
ltelx 0 0 0 0 1
top 11 5 15 22 10
habbel 0 0 0 0 1
ltgain 0 0 0 0 1
examin 4 4 1 10 2
249000 0 0 0 0 2
uphold 2 3 0 4 0
miniscul 0 0 0 0 1
dingman 0 0 0 1 0
barter 1 0 0 0 2
1132 0 0 0 1 0
tintaya 0 0 0 1 0
7080 0 0 0 0 1
3222 0 0 0 0 1
410000 0 0 0 0 1
blackburn 0 0 0 1 1
7893 0 0 0 0 2
915 1 0 0 0 0
simplic 0 0 1 0 0
374987501 0 0 1 0 0
ltgnb 0 0 0 3 0
fruit 1 0 2 1 3
businesess 1 0 0 0 0
2418 0 0 0 1 1
eaf 0 0 0 1 0
debtor 2 0 1 2 3
ltsoo 0 0 0 1 0
7930 0 0 0 0 1
scat 0 0 0 0 1
wring 0 0 0 1 0
lteldb 0 0 0 0 1
3812 0 0 1 0 0
198084 1 0 0 0 0
orangeco 0 0 0 2 0
4205 0 0 0 0 1
2364280 0 0 0 0 1
1687 0 0 0 0 1
488898 0 0 0 0 1
dryden 0 0 0 0 1
130p 0 0 0 1 0
2807400 0 0 0 0 1
lttimb 0 0 0 0 1
pacificar 0 0 0 1 0
ltcli 0 0 0 1 0
68 4 4 0 5 36
takeup 0 0 19 0 0
citiesi 0 0 0 1 0
fluorocarbon 0 0 0 0 2
8787977 0 0 0 0 1
ltfbc 0 0 0 8 0
9800000 0 0 0 0 1
2960000 0 0 0 0 1
paso 0 1 0 0 0
honeycomb 0 0 0 1 0
1811 0 0 0 0 1
5466 0 0 0 0 1
6034000 0 0 0 1 0
240 0 4 2 11 12
80460 0 0 0 1 0
trackless 0 0 0 1 0
jewish 0 0 0 1 0
rel 7 6 20 6 11
coupon 1 0 1 1 0
8034223 0 0 0 0 1
356000 0 1 0 0 1
3366667 0 0 0 0 1
klynveld 0 0 0 1 0
104304 0 1 0 0 0
198788 3 16 15 2 7
jone 0 0 0 4 2
reassembl 0 0 2 0 0
ltequit 0 0 0 1 0
4641 0 0 0 0 1
8536000 0 0 0 0 2
riowa 0 2 0 0 0
798 0 0 0 1 1
hecht 0 0 0 0 1
ltamalgam 0 0 0 1 0
greenmail 0 0 0 7 0
movi 0 0 0 2 0
ltgi 0 0 0 21 3
ltsumtt 0 0 0 1 0
frank 4 0 0 3 3
sharpli 11 11 16 6 32
satellitebas 0 0 0 0 1
opportunist 0 0 0 2 0
soontob 0 0 0 0 1
686 0 0 0 0 2
1178 0 0 0 0 2
taylor 0 0 0 0 3
466754 0 0 0 1 0
corrient 0 3 0 0 0
babylon 0 0 0 1 0
ltcrix 0 0 0 0 2
onequart 1 0 0 1 0
cbsi 0 0 0 1 0
3630 0 0 0 0 1
mcrae 0 0 0 0 2
expensis 0 0 0 1 0
1515060 0 0 1 0 0
ltwkr 0 0 0 1 2
302000 0 0 0 0 1
hostil 2 0 0 26 4
damagediplomat 0 1 0 0 0
haruo 0 0 2 0 0
higheryield 0 0 1 0 0
14175 0 1 0 0 0
clanton 0 0 0 1 0
waxman 0 0 0 0 1
cereal 0 37 0 2 1
rmo 0 1 0 0 0
biomet 0 0 0 0 2
headlin 1 0 0 0 1
2493000 0 0 0 0 1
newest 0 0 1 1 1
776000 0 0 0 0 2
patricio 2 0 0 0 0
1732 0 0 0 0 1
549928 0 0 0 0 1
803085 0 0 0 0 2
consumpt 25 12 9 0 1
722000 0 0 0 1 0
2610000 0 0 0 0 2
wbi 0 0 0 1 0
ltitel 0 0 0 3 1
ltcanterra 1 0 0 0 0
tilney 0 0 0 1 0
lynch 0 1 4 18 2
subcommitt 0 0 0 1 0
refractori 0 0 0 1 1
clot 0 0 0 1 0
5457000 0 0 0 0 1
372000 0 0 0 0 2
1608 1 0 0 0 0
american 31 13 18 112 95
369848 0 0 0 0 1
851000 0 0 0 0 1
659864 0 1 0 0 0
gap 4 1 3 0 0
ltaaa 0 0 0 1 0
649715 0 0 0 0 1
ltatekf 0 0 0 0 1
store 0 15 0 41 73
broaden 1 2 0 5 3
dca 0 0 0 1 0
716000 0 0 0 0 3
lttlam 0 0 0 1 1
definiti 0 0 0 1 0
712087 0 0 0 0 1
appar 7 3 12 11 1
appropri 6 8 22 16 4
9000 0 2 0 0 4
juster 0 0 0 0 1
overmy 0 0 0 0 1
rahr 0 1 0 0 0
9817000 0 0 0 0 1
1394 0 0 0 0 1
530 1 2 0 6 5
dixon 0 0 0 26 2
conad 0 0 0 1 0
wireless 0 0 2 11 1
kampuchea 0 1 0 0 0
dorchest 0 0 0 0 1
metropolitan 0 0 0 8 2
316289 0 0 0 0 1
3797 0 0 0 0 1
stevenson 0 0 0 1 0
ltptco 0 0 0 0 1
31831050 0 0 0 0 1
cattani 0 0 0 1 0
beet 0 3 0 1 0
trentonian 0 0 0 1 0
ltbmdc 0 0 0 0 1
707 0 0 0 3 1
custom 10 13 51 33 24
2691 0 0 0 0 2
datagraphix 0 0 0 2 1
ltbair 0 0 0 0 1
unquestion 0 0 0 1 0
1476000 0 0 0 0 2
withdraw 5 0 1 30 6
422037 0 0 0 0 1
35900 0 0 0 1 0
17350 0 0 0 0 2
3357 0 0 0 1 0
5017p 0 0 0 0 1
1944627 0 0 0 0 1
terranova 1 0 0 0 0
055 1 0 0 1 0
65p 0 0 0 0 5
5613000 0 0 0 0 1
3150000 0 0 0 0 1
382014 0 0 0 0 1
ltsptr 0 0 0 0 1
atomika 0 0 0 1 0
9246000 0 0 0 0 1
rockefel 0 0 0 0 1
erickson 0 0 0 0 1
1397000 0 0 0 0 1
copier 0 0 0 1 0
9543 1 0 0 0 0
czechoslovakia 0 2 0 0 0
2468605 0 0 0 0 1
lthrok 0 0 0 0 1
ltcbkgf 0 0 1 3 2
handgun 0 0 0 1 0
1593000 0 0 0 0 2
oilgener 1 0 0 0 0
49573000 0 0 0 0 1
3096095 0 0 0 0 1
4285000 0 0 0 0 1
bailli 0 0 0 0 2
761000 0 0 0 0 2
8926909 0 0 0 0 1
chartercrellin 0 0 0 1 1
inventori 10 11 2 6 27
shoulder 1 0 0 0 0
1350000 0 0 0 0 2
1323 2 0 0 0 0
lttrsc 0 0 0 1 0
readymix 0 0 0 1 0
styren 0 0 0 0 1
19000plu 0 0 0 1 0
raytheon 0 0 0 0 1
3127162 0 0 0 0 1
833 0 2 0 0 1
warrant 1 1 3 38 13
presidentail 0 0 0 1 0
22874 0 0 0 1 0
respecitv 0 0 0 0 2
chip 0 0 0 4 1
kuwaitiown 1 0 0 0 0
1618 0 0 1 0 0
ltpri 1 0 0 0 1
1243 0 0 1 0 0
computer 0 0 0 2 4
dior 0 0 0 0 1
reckless 1 0 0 0 0
6946000 0 0 0 0 1
chow 0 0 0 1 0
mack 0 0 0 1 0
defiant 1 0 0 0 0
aftermath 0 0 0 1 0
expecetd 0 0 0 0 1
boisseau 0 0 0 1 0
ltcrg 0 0 0 3 1
lthrli 0 0 0 0 1
5896322 0 0 0 0 1
165798 0 0 0 0 1
ltmer 0 0 0 6 0
automat 0 0 0 3 0
sherlock 0 0 0 0 1
ltwht 0 0 0 0 1
hail 3 1 0 0 0
3178115 0 0 0 0 1
mount 1 0 5 5 4
1345 0 0 0 0 1
1155 0 0 0 0 3
hoar 0 0 2 1 2
defencerel 0 0 0 1 0
19881992 0 1 0 0 0
ori 0 0 0 1 0
ltaseay 0 0 0 0 1
1876 0 0 0 0 1
916000 0 0 0 0 1
748000 0 0 0 0 1
6874970 0 0 0 0 1
693 1 0 2 0 1
break 6 6 8 4 10
1516 0 0 0 0 1
511000 0 0 0 0 2
930000dlr 0 0 0 0 1
lean 0 0 0 3 1
offici 77 96 113 86 17
defint 0 0 0 1 0
ltdrv 0 0 0 0 1
685000 0 0 0 0 1
seibel 0 0 0 2 0
priceshar 0 0 0 1 0
2136000 0 0 0 0 1
5632426 0 0 0 0 1
603413 0 1 0 0 0
page 1 0 0 3 2
conabl 2 0 0 0 0
jakarta 7 1 0 0 0
192000 0 2 0 0 1
mortgag 0 0 2 14 27
itt 0 0 0 2 5
34940 0 1 0 0 0
blockbust 0 0 0 2 1
pansoph 0 0 0 0 2
surgeri 1 0 0 0 0
cojuango 0 0 0 1 0
ltinterlink 0 0 0 1 0
172 2 2 0 2 12
1461792 0 0 0 0 1
wd40 0 0 0 0 1
15member 0 0 0 2 0
liverpool 0 1 0 0 0
sock 0 0 0 1 0
furnac 0 0 0 1 1
493000 0 0 0 0 1
farah 0 0 0 0 1
6311500 0 0 0 0 1
1959404 0 0 0 0 1
novo 0 0 0 1 2
lighter 1 1 0 0 0
1599 0 0 0 0 1
raven 0 0 0 0 1
3971000 0 0 0 0 2
ei 1 0 0 0 0
vernon 0 1 0 1 0
icebreak 1 0 0 0 0
advoc 4 2 2 3 0
advantag 6 7 5 11 9
weissach 0 0 0 0 1
443000 1 0 0 0 0
baltek 0 0 0 0 1
2407000 0 0 0 0 1
spokesperson 0 1 0 1 1
1564605 0 0 0 0 1
348000 0 0 0 0 1
6830000 0 0 0 0 1
33290 1 0 0 0 0
1983000 0 0 0 0 1
ltnge 0 0 0 1 0
2077 0 0 0 1 0
guerrilla 1 0 0 0 0
3207 0 0 0 0 1
ltstx 0 0 0 0 1
believ 26 14 36 67 30
tighter 1 3 2 0 0
2743 0 0 0 0 1
ltgro 0 0 0 0 2
demandmiyazawa 0 0 1 0 0
braud 0 1 0 0 0
ltbralorn 0 0 0 0 1
prais 1 0 1 0 0
3517000 0 0 0 0 1
sixday 0 0 1 0 0
985 1 0 1 3 3
ltcum 0 0 0 0 2
13nation 6 0 0 0 0
242p 0 0 0 0 2
lttrro 0 0 0 0 1
siggi 0 0 0 1 0
4614 0 0 0 0 1
vy 0 0 0 1 0
rainflood 0 1 0 0 0
gnb 0 0 0 1 0
503000 0 0 0 0 1
declin 44 26 82 82 85
ltbe 0 0 0 0 2
2866 0 0 0 0 1
ltznat 0 0 0 0 1
4722150 0 0 0 0 1
propel 0 0 0 0 1
1108151 0 0 0 0 1
623000 0 0 0 0 2
fran 0 2 0 0 0
1619000 0 0 0 0 4
unit 75 40 65 397 168
ltduri 0 0 0 1 0
4222000 0 0 0 0 1
cornerston 0 0 0 0 1
19500 0 0 0 1 0
6116 0 0 7 0 0
1851 0 0 1 0 1
1891000 0 0 0 0 1
background 1 0 0 0 0
2712614 0 0 0 0 1
rtex 0 1 1 0 0
ltidel 0 0 0 0 1
ambit 0 0 0 0 1
succe 1 0 0 5 0
nonallow 0 0 0 0 1
lipper 0 0 0 2 0
3718325 0 0 0 0 1
272 0 0 0 1 10
427061 0 0 0 1 0
5575000 0 0 0 0 1
1269 0 0 0 0 2
plush 0 0 0 0 1
485380 0 0 0 0 1
kingston 0 0 0 1 0
aap 0 0 0 0 1
coinoper 0 0 0 1 0
dealt 2 2 2 0 0
flagship 0 0 0 2 1
lentil 0 1 0 0 0
intertel 0 0 0 0 1
beauti 0 0 0 5 1
2594574 0 0 0 0 1
terrac 0 0 0 0 1
6174731 0 0 0 0 1
12879 0 0 0 0 1
fear 6 9 20 6 4
ec 0 52 9 5 2
could 62 64 95 128 54
roland 1 0 0 0 0
sierra 0 0 0 1 4
ltgldfj 0 0 0 0 1
536000 0 0 0 0 1
535460 0 1 0 0 0
occas 0 1 2 3 0
allentown 0 0 0 1 0
amsouth 0 0 0 1 0
1720 1 0 1 0 3
ydlr 0 1 0 0 0
loom 0 0 1 2 0
513 0 0 0 1 4
blanca 0 1 0 0 0
ecuadorlevel 1 0 0 0 0
edgington 1 0 0 0 0
ltsaatchi 0 0 0 1 0
mineralsproduc 0 0 0 1 0
cite 8 11 7 14 20
395p 0 0 0 0 1
1492535 0 0 1 0 0
ltthl 0 0 0 0 1
reebok 0 0 0 1 0
strohmaier 0 0 0 1 0
bearer 0 0 0 2 5
storeag 0 0 0 1 0
cabinet 5 7 1 2 0
3242588 0 0 0 0 1
fina 1 0 0 0 0
shopuld 1 0 0 0 0
leadership 1 2 2 2 0
prospectu 0 0 0 3 4
teishoku 0 0 1 0 0
2704000 0 0 0 0 1
ltazur 0 0 0 1 0
gholamreza 3 0 0 0 0
hfcs55 0 3 0 0 0
dmo 0 1 0 0 0
contig 0 0 0 2 0
2778000 0 0 0 0 1
duff 0 0 0 2 1
3545000 0 0 0 0 2
lost 15 4 6 13 29
8344000 0 0 0 0 1
atlanta 0 1 0 7 1
80333 0 0 0 0 1
woodsid 0 0 0 0 2
117000 0 0 0 0 1
homeland 1 0 0 0 0
smooth 0 1 4 0 0
ltduffour 0 0 0 1 0
2739 0 0 0 0 2
9724418 0 0 0 0 1
partner 8 0 15 71 21
3558000 0 0 0 0 2
seneca 0 1 0 0 0
gmw 0 0 0 1 0
hospos 0 0 0 0 1
ltmlle 0 0 0 0 1
iel 0 0 0 1 0
book 1 8 6 19 31
ltpitt 1 0 0 0 0
india 2 6 0 1 0
rino 0 0 1 0 0
720000 0 1 0 0 5
form 9 14 14 89 39
berisford 0 0 0 1 1
18th 1 0 0 0 0
sigma 0 0 0 0 1
threeday 0 0 6 0 0
countrysid 0 1 0 0 0
3909 0 0 0 0 1
turgut 3 0 0 0 0
willing 4 3 4 5 1
unip 0 0 1 0 0
6257000 0 0 0 0 1
safeti 1 3 0 4 2
433 0 0 1 0 2
ltci 0 0 0 0 2
dress 0 0 1 0 1
pois 2 1 1 0 2
proforma 0 0 1 1 2
sit 3 0 2 5 0
rw 0 0 0 1 0
boutiqu 0 0 0 2 0
8626000 0 0 0 0 1
dissemin 0 0 0 5 0
truli 0 0 0 2 0
2234 0 0 0 1 0
ltsan 0 0 0 8 0
611 0 1 0 0 0
3159 0 0 0 0 1
4800 0 0 0 0 1
calendar 2 9 3 2 13
titl 0 0 1 5 0
yamaha 0 0 0 0 2
veba 0 0 0 3 1
basss 0 0 0 2 0
2987000 0 0 0 0 1
asssoci 1 0 0 0 0
63761 0 0 0 0 1
result 32 38 35 101 367
1187000 0 0 0 0 2
qed 0 0 0 1 0
ltawcsa 0 0 0 0 1
bred 0 0 0 0 1
ltnatt 0 0 0 0 1
ltrellto 0 0 0 1 0
9905528 0 0 0 0 2
126321 0 0 0 0 1
1623000 0 0 0 0 1
118192 0 0 0 0 1
realloc 1 1 0 0 1
509471 0 0 0 0 1
8101000 0 0 0 0 1
gulf 43 18 6 6 13
ltshearson 0 0 0 3 0
ltgoldom 0 0 0 1 1
employ 4 6 11 25 6
englewood 0 0 0 1 0
1091461 0 0 0 0 1
maxcom 0 0 0 1 0
1626233 0 0 0 1 0
727432 0 0 0 0 1
lthnsnl 0 0 0 2 0
2793479 0 0 0 0 1
ltfleet 0 0 0 1 0
heimat 0 0 1 0 1
2351 0 0 0 0 1
1224 0 0 0 0 2
ltscat 0 0 0 0 1
ltvictoria 0 0 0 1 0
1027 0 0 1 0 0
691 0 0 0 0 8
howard 1 0 0 5 4
undecid 0 0 1 0 0
ltamb 0 0 0 0 1
3897000 0 0 0 0 1
statebas 0 1 0 0 0
aciv 0 0 0 0 1
3265 0 0 0 0 3
profession 0 1 0 7 4
parliamentarian 2 0 0 0 0
firstquart 0 0 1 0 8
address 4 4 6 2 5
kenosha 0 0 0 3 0
mountain 1 0 0 8 2
349000 0 0 0 0 3
8620 0 0 0 0 1
482000 0 0 0 0 1
sdc 0 0 0 0 1
8440 0 0 0 1 0
open 23 20 55 52 32
refloat 1 0 0 0 0
vacat 0 1 0 2 0
ted 0 0 0 2 1
23300000 0 0 0 0 1
question 8 10 27 21 8
bar 1 2 3 7 1
ltfisnl 0 0 0 0 1
weill 0 0 0 0 1
polym 0 0 0 1 0
ramli 1 0 0 0 0
ltsignatur 0 0 0 1 0
2766 1 0 0 0 0
ltcfbi 0 0 0 0 1
ltsilverton 0 0 0 1 0
5973000 0 0 0 0 2
snag 0 0 0 1 0
index 4 4 14 0 2
6631222 0 0 0 0 1
ryder 0 0 0 1 0
8405000 0 0 0 0 1
paco 0 0 0 0 1
exploratori 10 0 0 3 0
ltbfd 0 0 0 0 1
royal 9 2 1 8 13
airplan 0 0 0 1 0
1495000 0 0 0 0 1
hemminghau 1 0 0 0 1
13250 0 1 0 0 0
annuiti 0 0 0 1 0
ltcvt 0 0 0 0 1
3847375 0 0 0 1 0
13454 0 0 0 0 1
reafffirm 0 0 1 0 0
36910 0 0 0 0 1
ross 0 0 0 1 1
malmgreen 1 0 0 0 0
lthkbhhk 0 0 0 1 3
1713941 0 0 0 0 1
ltdd 3 0 0 3 5
528p 0 0 0 1 0
ltgeorg 0 0 0 1 1
second 26 10 15 39 98
cloth 0 0 0 0 2
ltnusourc 0 0 0 1 0
deeper 2 0 0 0 0
1698 0 0 3 0 0
lttrsp 0 0 0 1 0
lorn 0 0 0 1 0
bill 6 33 100 12 4
6318000 0 0 0 0 1
doc 0 0 0 0 1
stalem 0 1 0 0 0
3466000 0 0 0 0 1
ltcobey 0 0 0 1 0
1741 0 0 0 0 3
airdrom 0 0 0 1 0
4793000 0 0 0 0 1
ltzen 0 0 0 0 2
iit 1 0 0 0 0
5654 0 0 0 0 1
insectdamag 0 1 0 0 0
13433000 0 0 0 0 1
ltpowerin 1 0 0 0 0
ltronc 0 0 0 0 1
299000 0 0 0 0 7
22809 0 1 0 0 0
ltuobmsi 0 0 0 0 1
ltlou 0 0 0 0 1
nicol 0 0 1 0 0
rjr 0 0 0 2 0
435884 0 0 0 0 1
sceptic 0 1 10 0 0
resin 0 0 0 0 2
ltfortun 0 0 0 1 0
8181 0 0 1 0 0
849 0 5 0 1 0
omer 0 0 1 0 0
simmon 1 0 0 3 1
assn 0 0 0 1 1
sach 1 0 0 15 4
ltucc 0 0 0 1 0
quadrupl 0 1 1 0 0
nonmemb 0 1 0 0 0
roubati 1 0 0 0 0
outer 3 0 0 0 0
534 1 1 2 1 3
1415000 0 0 0 0 2
park 0 0 1 9 6
brierley 0 0 0 6 0
153000000 0 0 0 0 1
threepiec 0 0 0 1 0
versar 0 0 0 1 0
ltkiena 0 0 0 0 2
6477 0 0 0 0 1
catto 0 0 0 0 1
ltasec 0 0 0 2 0
pepsi 0 0 0 1 0
cash 16 24 14 272 135
5186 0 0 0 0 1
14928 0 0 3 0 0
1922000 0 0 0 0 1
pickup 2 1 0 0 1
9831097 0 0 0 0 1
jaafar 0 0 1 0 0
anacomp 0 0 0 2 1
528790 0 0 0 0 2
rydin 0 0 0 2 0
concret 2 0 1 1 3
3339 0 0 0 0 1
atlantabas 0 0 0 2 0
6587000 0 0 0 0 1
wardair 0 0 0 0 1
chortl 0 1 0 0 0
5667000 0 0 0 0 3
34926 0 0 0 0 1
cardiovascular 0 0 0 2 1
truer 0 0 2 0 0
979000 0 0 0 0 1
ltvm 0 0 0 1 0
4206371 0 0 0 0 1
lthnz 0 0 0 0 3
turk 1 0 0 1 0
3380 0 0 0 0 1
compulsorili 0 0 0 2 0
5551000 0 0 0 0 1
193 1 2 1 2 12
realli 1 4 11 8 3
jiyun 0 1 1 0 0
83916 0 0 0 1 0
noncanadian 0 0 0 1 0
bubbl 2 0 2 0 0
unwant 0 0 0 5 0
eastwest 1 0 0 0 0
rubio 1 0 0 0 0
santana 2 0 0 1 0
aluminum 0 0 0 4 2
1623 0 0 0 0 1
triplett 0 0 0 1 0
2875 0 1 0 0 2
155089 0 0 0 0 1
petrodiamond 1 0 0 0 0
2547 0 0 0 0 1
